url_length,num_dots,num_hyphens,num_digits,num_special_chars,has_https,has_ip,brand_similarity,NoOfExternalRef,LineOfCode,HasSocialNet,IsResponsive,NoOfiFrame,label
23,2,0,0,0,1,0,0.5,1,56,0,0,0,1
17,1,0,0,0,1,0,0.6153846153846154,2,2195,1,1,2,1
15,1,0,0,0,1,0,0.25,4,62,0,0,0,1
24,2,0,0,0,1,0,0.4444444444444444,3,569,1,1,0,1
15,1,0,0,0,1,0,0.25,0,393,1,1,0,1
18,1,0,0,0,1,0,0.4,6,7109,1,1,0,1
22,2,0,0,0,1,0,0.42857142857142855,3,1183,0,1,0,1
16,1,0,0,0,1,0,0.5,8,374,1,1,1,1
22,1,0,0,0,1,0,0.42105263157894735,10,3132,1,1,1,1
17,1,0,0,0,1,0,0.46153846153846156,17,496,1,1,1,1
19,1,0,0,0,1,0,0.5882352941176471,57,16,1,1,0,1
19,1,0,0,0,1,0,0.5333333333333333,23,8609,1,1,4,1
20,1,0,0,0,1,0,0.5,16,18,1,1,2,1
23,1,0,0,0,1,0,0.42105263157894735,0,662,0,1,0,1
18,1,0,0,0,1,0,0.3076923076923077,21,141,1,1,0,1
22,1,0,0,0,1,0,0.3333333333333333,3,563,0,1,0,1
16,1,0,0,0,1,0,0.6666666666666666,0,73,1,1,0,1
16,1,0,0,0,1,0,0.5454545454545454,22,3351,1,1,1,1
14,1,0,0,0,1,0,0.4,25,139,1,1,0,1
20,1,0,0,0,1,0,0.6153846153846154,9,91,0,1,1,1
18,1,0,0,0,1,0,0.46153846153846156,10,62,1,1,1,1
19,1,0,2,0,1,0,0.4,38,3940,0,1,0,1
18,2,0,0,0,1,0,0.5,0,13,0,0,0,1
25,2,0,0,0,1,0,0.42105263157894735,23,68,1,1,1,1
24,1,0,0,0,1,0,0.3333333333333333,0,13,0,1,0,1
20,1,0,0,0,1,0,0.5714285714285714,2,1378,1,1,0,1
21,1,0,0,0,1,0,0.5,1,56,0,0,0,1
19,1,0,0,0,1,0,0.42857142857142855,12,24,1,1,1,1
18,1,0,0,0,1,0,0.5714285714285714,163,4533,1,1,0,1
18,1,0,0,0,1,0,0.42857142857142855,1,1964,1,1,0,1
12,1,0,0,0,1,0,0.2857142857142857,3,66,0,1,0,1
21,1,0,0,0,1,0,0.3333333333333333,22,4683,1,1,0,1
22,1,0,0,0,1,0,0.4444444444444444,15,2214,1,1,1,1
16,1,0,0,0,1,0,0.36363636363636365,0,7,0,1,0,1
21,1,0,0,0,1,0,0.4444444444444444,5,542,0,1,0,1
13,1,0,0,0,1,0,0.5,5,7,0,1,0,1
21,1,0,0,0,1,0,0.4,5,3485,1,1,0,1
15,1,0,0,0,1,0,0.4444444444444444,8,16,1,1,0,1
17,1,0,0,0,1,0,0.46153846153846156,6,1987,0,1,0,1
17,1,0,0,0,1,0,0.5,14,59,0,1,0,1
17,1,0,0,0,1,0,0.42857142857142855,17,64,0,1,0,1
25,1,0,0,0,1,0,0.45454545454545453,4,558,0,1,0,1
20,1,0,0,0,1,0,0.5333333333333333,7,122,1,1,0,1
18,1,0,0,0,1,0,0.3333333333333333,8,103,0,1,1,1
20,2,0,0,0,1,0,1.0,4,156,0,0,0,1
24,1,0,0,0,1,0,0.4444444444444444,13,748,1,1,1,1
17,1,0,0,0,1,0,0.5333333333333333,30,226,1,1,1,1
16,1,0,0,0,1,0,0.46153846153846156,5,4365,1,1,1,1
22,1,0,0,0,1,0,0.375,10,462,0,1,2,1
16,1,0,0,0,1,0,0.4444444444444444,1,162,1,1,0,1
20,2,0,0,0,1,0,0.36363636363636365,0,64,0,1,1,1
21,1,0,0,0,1,0,0.375,13,258,1,1,4,1
18,1,0,0,0,1,0,0.3333333333333333,45,1030,1,1,0,1
15,1,0,0,0,1,0,0.36363636363636365,9,417,1,1,0,1
21,1,0,0,0,1,0,0.375,2,462,0,1,2,1
17,1,0,0,0,1,0,0.46153846153846156,3,109,0,1,0,1
15,1,0,0,0,1,0,0.2857142857142857,34,1436,1,1,0,1
16,1,0,0,0,1,0,0.4444444444444444,0,862,0,1,0,1
27,2,0,0,0,1,0,0.3333333333333333,12,343,1,1,0,1
21,1,0,0,0,1,0,0.35294117647058826,6,7566,1,1,0,1
15,1,0,0,0,1,0,0.36363636363636365,14,1529,1,1,1,1
13,1,0,0,0,1,0,0.2857142857142857,212,643,1,1,0,1
18,1,0,0,0,1,0,0.42857142857142855,0,711,0,1,0,1
15,1,0,0,0,1,0,0.36363636363636365,8,767,1,1,0,1
19,1,0,0,0,1,0,0.36363636363636365,8,248,1,1,0,1
18,1,0,0,0,1,0,0.375,18,665,1,1,0,1
20,1,0,0,0,1,0,0.5714285714285714,7,956,1,1,0,1
15,1,0,0,0,1,0,0.36363636363636365,13,170,1,1,0,1
18,1,0,0,0,1,0,0.5714285714285714,69,8,0,1,0,1
19,1,0,0,0,1,0,0.42857142857142855,31,429,1,1,2,1
16,1,0,0,0,1,0,0.3076923076923077,2,627,1,1,0,1
21,2,0,0,0,1,0,1.0,4,156,0,0,0,1
18,1,0,0,0,1,0,0.3333333333333333,6,961,1,1,0,1
18,1,0,0,0,1,0,0.36363636363636365,5,175,1,1,0,1
